NRO_RADICADO;FECHA_ACCIDENTE;HORA_ACCIDENTE;Día de la semana;AÑO;MES;CLASE_VEHICULO;TIPO_SERVICIO;TIPO_VICTIMA;EDAD;GENERO;GRAVEDAD;ESTADO_BEODEZ;ESTADO_DROGA;RESULTADO_BEODEZ;RESUL_BEODEZ_GRAMOS;DIRECCION_CARACT_VIA;TRAMO_VIA;LOCALIDAD_O_COMUNA;    GEORREFERENCIACIÓN;DESC_CLASE_ACCIDENTE;DESC_CHOQUE_ACCIDENTE;DESC_OBJETO_FIJO;DESC_SECTOR_ACCIDENTE;CONDICION_CLIMATICA;CAUSA_ACCIDENTE
2211478;1/08/2021;1:50:00 a. m.;Domingo;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;29;MASCULINO;HERIDOS;0;0;0;;CARRERA 43A #38A SUR-21;;ALCALA;6.169618737669725, -75.58943144773734;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2211478;1/08/2021;1:50:00 a. m.;Domingo;2021;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;36;FEMENINO;HERIDOS;0;0;0;;CARRERA 43A #38A SUR-21;;ALCALA;6.169618737669725, -75.58943144773734;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2211479;2/08/2021;9:15:00 p. m.;Lunes;2021;Agosto;BICICLETA;;Ciclista;19;MASCULINO;HERIDOS;0;0;0;;CALLE 36D SUR #27-160;;LA PRADERA;6.163750091900211, -75.57181808784343;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Adelantar en zona prohibida
2211480;2/08/2021;3:45:00 p. m.;Lunes;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;54;MASCULINO;HERIDOS;0;0;0;;CARRERA 43A #32B SUR-22;;SAN MARCOS;6.175054692174161, -75.58619420435156;CHOQUE;OBJETO FIJO;VEHICULO ESTACIONADO;RESIDENCIAL;Normal;Impericia en el manejo
2211481;3/08/2021;1:20:00 p. m.;Martes;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;18;MASCULINO;HERIDOS;0;0;0;;CALLE 40 SUR #27-41;;SAN JOSE;6.158653165023973, -75.58104464235534;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No respetar pelacion de interseccion o giros
2211486;4/08/2021;8:00:00 a. m.;Miércoles;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;29;MASCULINO;HERIDOS;0;0;0;;CARRERA 50 CON CALLE 26 SUR;;LAS VEGAS;6.184920, -75.587152;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2211488;31/07/2021;11:35:00 a. m.;Sábado;2021;Julio;MOTOCICLETA;PARTICULAR;Peaton;63;FEMENINO;HERIDOS;0;0;0;;CALLE 36 SUR #40-14;;ZONA CENTRO;6.170408660778652, -75.58525969414926;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Salir por delante de un vehiculo
2211498;5/08/2021;3:30:00 p. m.;Jueves;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;66;MASCULINO;HERIDOS;0;0;0;;CALLE 36D SUR #27A-165;;LA PRADERA;6.163319720853373, -75.5740433794755;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2211498;5/08/2021;3:30:00 p. m.;Jueves;2021;Agosto;MOTOCICLETA;PARTICULAR;Peaton;60;MASCULINO;HERIDOS;0;0;0;;CALLE 36D SUR #27A-165;;LA PRADERA;6.163319720853373, -75.5740433794755;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2211498;5/08/2021;3:30:00 p. m.;Jueves;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;46;FEMENINO;HERIDOS;0;0;0;;CALLE 36D SUR #27A-165;;LA PRADERA;6.163319720853373, -75.5740433794755;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2211499;4/08/2021;11:30:00 a. m.;Miércoles;2021;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;38;FEMENINO;HERIDOS;0;0;0;;CALLE 27D SUR #27B-04;;EL ESMERALDAL;6.169283670003664, -75.57174158074079;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo  -  Superficie humeda
2211499;4/08/2021;11:30:00 a. m.;Miércoles;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;25;MASCULINO;HERIDOS;0;0;0;;CALLE 27D SUR #27B-04;;EL ESMERALDAL;6.169283670003664, -75.57174158074079;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo  -  Superficie humeda
2211500;4/08/2021;11:00:00 p. m.;Miércoles;2021;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;17;FEMENINO;HERIDOS;0;0;0;;CALLE 36D SUR #24-120;;VEREDA EL ESCOBERO;6.154884133715937, -75.5667038043517;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2211500;4/08/2021;11:00:00 p. m.;Miércoles;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;23;MASCULINO;HERIDOS;0;0;0;;CALLE 36D SUR #24-120;;VEREDA EL ESCOBERO;6.154884133715937, -75.5667038043517;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2211500;4/08/2021;11:00:00 p. m.;Miércoles;2021;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;17;FEMENINO;HERIDOS;0;0;0;;CALLE 36D SUR #24-120;;VEREDA EL ESCOBERO;6.154884133715937, -75.5667038043517;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2211500;4/08/2021;11:00:00 p. m.;Miércoles;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;22;MASCULINO;HERIDOS;0;0;0;;CALLE 36D SUR #24-120;;VEREDA EL ESCOBERO;6.154884133715937, -75.5667038043517;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2211501;4/08/2021;11:30:00 a. m.;Miércoles;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;37;FEMENINO;HERIDOS;0;0;0;;CARRERA 38 #37SUR-35;;MESA;6.168227374835313, -75.58440837290314;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo  -  No mantener distancia de seguridad
2211506;7/08/2021;6:00:00 p. m.;Sábado;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;32;MASCULINO;HERIDOS;0;0;0;;KILOMETRO 9+00;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PANTANILLO;6.169094247046992, -75.50117064059633;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Desobedecer señales
2211507;5/08/2021;6:50:00 p. m.;Jueves;2021;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;37;FEMENINO;HERIDOS;0;0;0;;CARRERA 50 CON CALLE 32B SUR;;LAS VEGAS;6.178263, -75.591897;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2211508;6/08/2021;7:15:00 a. m.;Viernes;2021;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;39;MASCULINO;HERIDOS;0;0;0;;CALLE 36D SUR CON CARRERA 27G;;LA PRADERA;6.166432529355593, -75.57685390435172;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2211509;6/08/2021;8:55:00 a. m.;Viernes;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;22;MASCULINO;HERIDOS;0;0;0;;CARRERA 48 #48SUR -28;;LAS VEGAS;6.165649096158811, -75.59941770435161;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2211510;6/08/2021;7:25:00 a. m.;Viernes;2021;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;25;FEMENINO;HERIDOS;0;0;0;;CARRERA 50 #29SUR-140;;LAS VEGAS;6.182371, -75.589334;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2211510;6/08/2021;7:25:00 a. m.;Viernes;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;48;MASCULINO;HERIDOS;0;0;0;;CARRERA 50 #29SUR-140;;LAS VEGAS;6.182371, -75.589334;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2211511;6/08/2021;6:20:00 p. m.;Viernes;2021;Agosto;MOTOCICLETA;PARTICULAR;Peaton;84;MASCULINO;HERIDOS;0;0;0;;CARRERA 41 #40DDSUR-34;;EL DORADO;6.164369, -75.590606;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Cruzar en diagonal  -  Transitar sin luces
2211516;6/08/2021;5:40:00 a. m.;Viernes;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;54;MASCULINO;HERIDOS;0;0;0;;CALLE 38 SUR #43-28;;ZONA CENTRO;6.1703747941575084, -75.58803700435159;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Adelantar cerrando  -  Impericia en el manejo
2211517;8/08/2021;8:00:00 p. m.;Domingo;2021;Agosto;MOTOCICLETA;DIPLOMATICO;Motociclista;34;FEMENINO;HERIDOS;0;0;0;;KILOMETRO 2+200;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PERICO;6.152775819857207, -75.54350167780568;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;No respetar pelacion de interseccion o giros
2211518;8/08/2021;12:05:00 a. m.;Domingo;2021;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;24;FEMENINO;HERIDOS;0;0;0;0;KILOMETRO 11+00;el escobero - km 0-13);VEREDA EL ESCOBERO;6.1207006234867025, -75.53873839975505;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;NO REPORTADO;Normal;Superficie humeda
2211518;8/08/2021;12:05:00 a. m.;Domingo;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;27;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 11+00;el escobero - km 0-13);VEREDA EL ESCOBERO;6.1207006234867025, -75.53873839975505;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;NO REPORTADO;Normal;Superficie humeda
2211521;8/08/2021;5:05:00 p. m.;Domingo;2021;Agosto;AUTOMOVIL;PARTICULAR;Acompañante;31;FEMENINO;HERIDOS;0;0;0;;CALLE 36D SUR CON CARRERA 27G;;LA PRADERA;6.166220922758593, -75.57685274817679;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Fallas en los frenos
2211521;8/08/2021;5:05:00 p. m.;Domingo;2021;Agosto;AUTOMOVIL;PARTICULAR;Acompañante;64;FEMENINO;HERIDOS;0;0;0;;CALLE 36D SUR CON CARRERA 27G;;LA PRADERA;6.166220922758593, -75.57685274817679;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Fallas en los frenos
2211531;10/08/2021;2:50:00 a. m.;Martes;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;50;MASCULINO;HERIDOS;0;0;0;;CALLE 37 SUR CON DIAGONAL 31C;;LA PRADERA;6.166138, -75.580239;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Otra-Conductor
2211555;11/08/2021;4:40:00 p. m.;Miércoles;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;28;MASCULINO;HERIDOS;0;0;0;;KILOMETRO 6+640;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PERICO;6.168194156358567, -75.48683414108893;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Desobedecer señales  -  No mantener distancia de seguridad
2211559;15/08/2021;11:10:00 p. m.;Domingo;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;41;MASCULINO;MUERTOS;0;0;0;;CALLE 38 SUR CON CARRERA 29A;;LA PRADERA;6.1649563457984184, -75.58079523155277;CHOQUE;OBJETO FIJO;POSTE;RESIDENCIAL;Normal;Otra-Conductor
2211561;12/08/2021;5:30:00 p. m.;Jueves;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;19;MASCULINO;HERIDOS;0;0;0;;CARRERA 42B CON TRANSVERSAL 27A SUR;;PONTE VEDRA;6.178075851858933, -75.58227957208457;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No respetar pelacion de interseccion o giros
2211562;13/08/2021;4:00:00 p. m.;Viernes;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;63;MASCULINO;HERIDOS;0;0;0;;CALLE 37B SUR #29B-125;;LOMA DE LAS BRUJAS;6.165613, -75.579926;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2211564;14/08/2021;6:10:00 a. m.;Sábado;2021;Agosto;MOTOCICLETA;PARTICULAR;Peaton;57;FEMENINO;HERIDOS;0;0;0;;CARRERA 48 CON CALLE 25 SUR;;LAS VEGAS;6.185375207068756, -75.58327037195987;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Cruzar sin observar
2211568;15/08/2021;1:30:00 p. m.;Domingo;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;24;MASCULINO;HERIDOS;0;0;0;;KILOMETRO 7+150;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PERICO;6.171540752079794, -75.49029011719227;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Desobedecer señales
2211571;16/08/2021;6:10:00 a. m.;Lunes;2021;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;55;FEMENINO;HERIDOS;0;0;0;;CALLE 37 SUR CON CARRERA 41;;ZONA CENTRO;6.169966, -75.586216;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Otra-Conductor
2211594;15/08/2021;9:00:00 p. m.;Domingo;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;43;MASCULINO;HERIDOS;0;0;0;;CARRERA 48 CON CALLE 31 SUR;;LAS VEGAS;6.178553796513918, -75.58889713626496;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2211594;15/08/2021;9:00:00 p. m.;Domingo;2021;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;27;FEMENINO;HERIDOS;0;0;0;;CARRERA 48 CON CALLE 31 SUR;;LAS VEGAS;6.178553796513918, -75.58889713626496;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2211598;16/08/2021;1:25:00 a. m.;Lunes;2021;Agosto;AUTOMOVIL;PARTICULAR;Conductor;21;MASCULINO;HERIDOS;0;0;0;;CARRERA 48 CON CALLE 37 SUR;;LAS VEGAS;6.173473352424915, -75.59256588595376;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Otra-Conductor
2211600;17/08/2021;9:40:00 p. m.;Martes;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;40;MASCULINO;HERIDOS;0;0;0;;CARRERA 50 CON CALLE 32B SUR;;LAS VEGAS;6.178263, -75.591897;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales  -  No mantener distancia de seguridad
2211602;18/08/2021;7:50:00 a. m.;Miércoles;2021;Agosto;AUTOMOVIL;PARTICULAR;Conductor;64;MASCULINO;HERIDOS;0;0;0;;CARRERA 43 #49-10;;LAS CASITAS;6.169844, -75.588121;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Otra-Conductor
2211603;18/08/2021;10:10:00 p. m.;Miércoles;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;24;MASCULINO;HERIDOS;0;0;0;;CALLE 39 SUR CON CARRERA 41;;ZONA CENTRO;6.168155929332613, -75.5875252788055;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2211603;18/08/2021;10:10:00 p. m.;Miércoles;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;19;FEMENINO;HERIDOS;0;0;0;;CALLE 39 SUR CON CARRERA 41;;ZONA CENTRO;6.168155929332613, -75.5875252788055;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2211604;17/08/2021;10:00:00 p. m.;Martes;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;28;FEMENINO;HERIDOS;0;0;0;;DIAGONAL 32A CON TRANSVERSAL 34E SUR;;LOS NARANJOS;6.1706589865172425, -75.58137094825757;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Falta de se?ales en vehiculo varado
2211614;17/08/2021;9:45:00 p. m.;Martes;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;20;MASCULINO;HERIDOS;0;0;0;;KILOMETRO 12+340;medellín palmas envigado (km 12 - km 16+700);VEREDA PALMAS;6.15872327907016, -75.5208614880034;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Desobedecer señales  -  No respetar pelacion de interseccion o giros
2211615;19/08/2021;9:45:00 p. m.;Jueves;2021;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;20;MASCULINO;HERIDOS;0;0;0;;CARRERA 40 CON CALLE 39 SUR;;ZONA CENTRO;6.16757886231046, -75.58673806161015;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Otra-Conductor
2211618;20/08/2021;2:00:00 p. m.;Viernes;2021;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;36;FEMENINO;HERIDOS;0;0;0;;KILOMETRO 3+500;el escobero - km 0-13);VEREDA EL ESCOBERO;6.132425978734824, -75.5532746656076;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;NO REPORTADO;Normal;Fallas en los frenos  -  Impericia en el manejo
2211618;20/08/2021;2:00:00 p. m.;Viernes;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;53;MASCULINO;HERIDOS;0;0;0;;KILOMETRO 3+500;el escobero - km 0-13);VEREDA EL ESCOBERO;6.132425978734824, -75.5532746656076;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;NO REPORTADO;Normal;Fallas en los frenos  -  Impericia en el manejo
2211620;19/08/2021;9:45:00 p. m.;Jueves;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;25;MASCULINO;HERIDOS;0;0;0;;CARRERA 48 CON CALLE 37 SUR;;LAS VEGAS;6.173473352424915, -75.59256588595376;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Semaforo en rojo
2211620;19/08/2021;9:45:00 p. m.;Jueves;2021;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;21;FEMENINO;HERIDOS;0;0;0;;CARRERA 48 CON CALLE 37 SUR;;LAS VEGAS;6.173473352424915, -75.59256588595376;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Semaforo en rojo
2211621;18/08/2021;7:30:00 p. m.;Miércoles;2021;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;33;FEMENINO;HERIDOS;0;0;0;;CARRERA 27 #23 SUR-145;;ZUÑIGA;6.1732218302450725, -75.56636830601984;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Huecos
2211621;18/08/2021;7:30:00 p. m.;Miércoles;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;34;FEMENINO;HERIDOS;0;0;0;;CARRERA 27 #23 SUR-145;;ZUÑIGA;6.1732218302450725, -75.56636830601984;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Huecos
2211626;20/08/2021;6:30:00 a. m.;Viernes;2021;Agosto;MOTOCICLETA;PARTICULAR;Peaton;16;MASCULINO;HERIDOS;0;0;0;;CALLE 37 SUR #45A14;;EL PORTAL;6.172603193136954, -75.5899749922977;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2211630;21/08/2021;1:48:00 p. m.;Sábado;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;28;FEMENINO;HERIDOS;0;0;0;;CARRERA 50 CON CALLE 32B SUR;;LAS VEGAS;6.178263, -75.591897;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Lluvia;Otra-Conductor
2211631;22/08/2021;11:50:00 a. m.;Domingo;2021;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;47;FEMENINO;HERIDOS;0;0;0;;KILOMETRO 11+800;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PALMAS;6.159616221619788, -75.5160771186653;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;NO REPORTADO;Normal;Impericia en el manejo
2211633;22/08/2021;4:30:00 p. m.;Domingo;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;19;MASCULINO;HERIDOS;0;0;0;;CARRERA 50 #48SUR-60;;LAS VEGAS;6.166087, -75.602677;OTRO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Falta de se?ales en vehiculo varado
2211635;22/08/2021;12:40:00 p. m.;Domingo;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;35;MASCULINO;HERIDOS;0;0;0;;CARRERA 41 CON CALLE 35 SUR;;ZONA CENTRO;6.171232146856014, -75.58535457131248;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2211638;23/08/2021;1:30:00 p. m.;Lunes;2021;Agosto;MOTOCICLETA;PARTICULAR;Peaton;17;FEMENINO;HERIDOS;0;0;0;;CALLE 40B SUR CON CARRERA 27B;;LA MINA;6.158943, -75.581725;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2211639;23/08/2021;1:30:00 a. m.;Lunes;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;23;FEMENINO;HERIDOS;0;0;0;;DIAGONAL 30 #35SUR-24;;LA SEBASTIANA;6.169592940955691, -75.57862242062083;CHOQUE;OBJETO FIJO;VEHICULO ESTACIONADO;RESIDENCIAL;Normal;Embriaguez aparente
2211641;24/08/2021;5:15:00 a. m.;Martes;2021;Agosto;CAMIONETA;PARTICULAR;Acompañante;30;FEMENINO;HERIDOS;0;0;0;;CALLE 39 SUR CON CARRERA 41;;ZONA CENTRO;6.167943, -75.587418;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Otra-Conductor
2211641;24/08/2021;5:15:00 a. m.;Martes;2021;Agosto;MICROBUS;PUBLICO;Conductor;36;FEMENINO;HERIDOS;0;0;0;;CALLE 39 SUR CON CARRERA 41;;ZONA CENTRO;6.167943, -75.587418;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Otra-Conductor
2211656;24/08/2021;5:45:00 p. m.;Martes;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;38;MASCULINO;HERIDOS;0;0;0;;KILOMETRO 13+700;medellín palmas envigado (km 12 - km 16+700);VEREDA PALMAS;6.159908142889409, -75.54555038895415;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Lluvia;Adelantar en curva
2211656;24/08/2021;5:45:00 p. m.;Martes;2021;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;42;FEMENINO;HERIDOS;0;0;0;;KILOMETRO 13+700;medellín palmas envigado (km 12 - km 16+700);VEREDA PALMAS;6.159908142889409, -75.54555038895415;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Lluvia;Adelantar en curva
2211659;26/08/2021;7:50:00 a. m.;Jueves;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;40;MASCULINO;HERIDOS;0;0;0;;KILOMETRO 14+500;medellín palmas envigado (km 12 - km 16+700);VEREDA PALMAS;6.154345675114889, -75.54484928676698;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;No mantener distancia de seguridad
2211660;26/08/2021;9:48:00 a. m.;Jueves;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;29;MASCULINO;HERIDOS;0;0;0;;CALLE 36D SUR #25-41;;VEREDA EL ESCOBERO;6.157469128745346, -75.56742506608897;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Adelantar en curva
2211661;26/08/2021;3:15:00 p. m.;Jueves;2021;Agosto;AUTOMOVIL;PUBLICO;Pasajero;25;FEMENINO;HERIDOS;0;0;0;;TRANSVERSAL 32C SUR CON DIAGONAL 32D;;LA MAGNOLIA;6.174554560977904, -75.58390603826491;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2211668;28/08/2021;3:20:00 p. m.;Sábado;2021;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;23;FEMENINO;HERIDOS;1;0;1;40;CALLE 25 SUR CON CARRERA 45;;BOSQUES DE ZUÑIGA;6.182609680060524, -75.58200046255998;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2211668;28/08/2021;3:20:00 p. m.;Sábado;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;36;MASCULINO;HERIDOS;1;0;1;40;CALLE 25 SUR CON CARRERA 45;;BOSQUES DE ZUÑIGA;6.182609680060524, -75.58200046255998;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2211669;26/08/2021;12:00:00 p. m.;Jueves;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;55;MASCULINO;HERIDOS;0;0;0;;CARRERA 46A #44SUR-151;;PRIMAVERA;6.166461, -75.595423;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Adelantar invadiendo carril de sentido contrario
2211669;26/08/2021;12:00:00 p. m.;Jueves;2021;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;24;FEMENINO;HERIDOS;0;0;0;;CARRERA 46A #44SUR-151;;PRIMAVERA;6.166461, -75.595423;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Adelantar invadiendo carril de sentido contrario
2211670;27/08/2021;3:00:00 p. m.;Viernes;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;20;MASCULINO;HERIDOS;0;0;0;;CALLE 39B SUR #28-115;;SAN JOSE;6.162471, -75.581271;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales  -  No respetar pelacion de interseccion o giros
2211670;27/08/2021;3:00:00 p. m.;Viernes;2021;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;40;MASCULINO;HERIDOS;0;0;0;;CALLE 39B SUR #28-115;;SAN JOSE;6.162471, -75.581271;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales  -  No respetar pelacion de interseccion o giros
2211680;27/08/2021;7:30:00 a. m.;Viernes;2021;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;34;MASCULINO;HERIDOS;0;0;0;;CARRERA 43A #49DSUR-40;;LAS CASITAS;6.174281547669855, -75.5861660938596;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Adelantar cerrando  -  No mantener distancia de seguridad
